file,target,candidate
express.b08549a25b39a5deaf7122685d4946997f690bb3.lib.express.view.js,} else if (!options.collection && !options.locals && !options.object) {,"utils.merge(options.locals, options.object);"
express.4283f38698688a2d879d14d8ce3d38c7f3ab0ca8.examples.cors.index.js,if ('OPTIONS' == req.method) return res.send(200);,res.send(200);
express.ad324410c618fca1ce325bab1eb2d0a62cb0230a.test.view.test.js,", View = require('express/view')",NULL
express.19a2eeb47697feecae5960a726fb5b7ae2c7644b.test.support.tmpl.js,err.name = 'RenderError',filename: str
express.4cd7019aee9fcab55c33e90a01a5bc1abfc5410b.spec.spec.core.helpers.js,"get('/user', { headers: { host: 'localhost' }}).body.should.eql 'localhost'",Express.body.body.body.should.
karma.02f90c4b8a63885cea49de552d073f636b58a4ed.test.e2e.coverageRequirejs.testacular.conf.js,plugins = [,plugins = [
bower.5c839724016680f737fd51ebc07a514e2632d8bd.lib.commands.prune.js,var Project = require('../core/Project');,var Project = require('../core/Project');
bower.df8e5a16beca270d36bc6a5fe6fdcc25f8977f4c.test.core.resolvers.urlResolver.js,var fs = require('../../../lib/util/fs');,return Stream.resolve();
express.02f3933b6962114cf46c637105db7983d32a156a.examples.downloads.index.js,if (err.status !== 404) return next(err);,res.statusCode = 200;
bower.cf5cd619950a62f900aa7dd9a4b7ecb9e340e3b8.packages.bower-registry-client.lib.list.js,"ca: this._config.ca.search[index],","ca: this._config.ca.search[index],"
express.8ddab697cc1d7b4c3d6d24b8e265be116ddccc0b.test.req.query.js,.get('/?user%5Bname%5D=tj'),".get('/')"""
hexo.1aa6e52f28e8d0f3c5781dd3fac63ffaed3c06e1.test.scripts.filter.external_link.js,before(function(){,external_link({
karma.c311ac00cef4a957f889ed613238793c0ffa95a2.lib.server.js,this.log.debug(`A browser has connected on socket ${socket.id}`),const options = function done(done) {
bower.83d76a0781a2075fe2ffd9f246938ef283813837.lib.resolve.resolvers.GitRemoteResolver.js,"'Available branches in ""' + source + '"" are: ' + branches.join(', ');","= function (this._f) { sourceIds, refs, refs };"
hexo.492c7a1abd4704792fbcb7e2dc44c3dc381b81a8.lib.box.pattern.js,var Pattern = module.exports = function Pattern(rule){,var Pattern = module.exports = function Pattern(rule){
hexo.7e9177033c890f5371ec507e63462e4dc1bd5bab.lib.plugins.tag.asset_link.js,const { escapeHTML }  = require('hexo-util');,const { escapeHTML } = require(\'hexo-util\');
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.lib.extend.migrator.js,function Migrator() {,function delete(){
hexo.b7ab752d13d2ba8c6151232bc8c7263aa1a1b7b2.lib.box.index.js,var minimatch = require('minimatch');,var data = fs.readFileSync(path);
express.dd9406cd52f2858738a6878184cf6c2f68261962.examples.partials.app.js,"app.get('/li', function(req, res){","app.get('/link', function(req, res){"
express.88cffadcaabf7d7a398e5f612bcd27ed2a4f80b3.lib.response.js,"var file = send(req, path, options);","(); }(fn) return; reason = fn();"""
hexo.985ab5c65133e6f5b8e438ea8745af0c2000ad95.lib.plugins.console.publish.js,return this.post.publish({,'
hexo.e91aa2e5f6c588dd077ab403a32e42dcbfdd9d5c.lib.plugins.helper.url_for.js,const relative_url = require('./relative_url');,const util = require(\'hexo-util\');
express.92c859dd055646077607619a2df79243bc8a431f.test.app.router.js,".expect(404, cb)",assert.end();
hexo.acb16e6b6aa216141a911eda31315b74b7398057.test.scripts.console.list_page.js,const sinon = require('sinon');,const hexo = new Hexo(__dirname);
bower.643f4fddf937175316a2eac6857b58fdf61d33db.lib.resolve.createResolver.js,target;,var err;
hexo.e8dad06bd8008dbc6fd25b8887f878d704707136.lib.util.index.js,exports.yfm = require('hexo-front-matter');,exports.yfm = require('hexo-front-matter');
karma.bf25094b208b980c8bcad024b94d5855cd367f74.test.unit.file-list.spec.js,}),})
express.e606d99dc892159312e9204ea809a76b26b93dbe.test.res.attachment.js,"' filename=""%E6%97%A5%E6%9C%AC%E8%AA%9E.txt"";' +",""""
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.test.scripts.helpers.debug.js,"describe('debug', function() {",debug.log.intercept(function(log) {
hexo.760dfce13cd78c0205b0d2a71e1a00b65f671373.lib.cli.routes.js,"require('../generate')({preview: true}, function(){","require('../generate')({preview: true}, function(){"
hexo.e3c564dbb72674b1d4012ee3f3a3647197c29854.test.scripts.theme_processors.view.js,const pathFn = require('path');,"const date = require(""./date"");"
express.212dc88b89bf3f72aa6036cfde7b0517c3c9e6b1.lib.express.plugins.session.js,exports.Base = new Class({,exports.destroy = function () {
express.897c5903c11241b4b41ff74ead87979d9b301d69.examples.app.js,enable('helpful 404'),enable('helpful 404')
hexo.6db75622495dd4113ca045b1baa52aafea83abed.lib.theme.view.js,this.path = path;,this.path = path;
bower.33842b6f92bd4eb5dce16e27dad447fd04a171b8.lib.commands.uninstall.js,module.exports = uninstall;,uninstall.completion = function () {
express.b333dccc2e40bbf548069652454e0d33facdabf4.lib.express.plugins.hooks.js,"fn.call(event.request, event.request)",'
karma.60dfc5ce1b9d7aab0047123291cdd52195a69a9a.test.unit.config.spec.js,var path = require('path'),it('removes()')
bower.53eeca97d38945751075932ac6e6841ebeaeeb0a.test.commands.cache.list.js,"it('correctly reads arguments', function () {","it('returns an object', function () {"
karma.287d0dba26eafd77b8d2a10458d3ceffd71a97a7.lib.reporters.dots_color.js,"var DotsColorReporter = function (formatError, reportSlow, useColors) {",";"""
karma.7255aa69abf4dc5d469567ea2ff648d745ee83c1.lib.web-server.js,var connect = require('connect');,var connect = require('connect');
hexo.b2fa7467499b5b9f9df2c00c77e0e383686db9fc.lib.plugins.console.list.category.js,var common = require('./common');,var common = require('./common');
express.edfe50e71398732c339f67a9c18eb8da6b88eb3b.lib.application.js,this.viewCallbacks = [];,this.viewCallbacks = [];
eslint.648a33a34d24de22240df99dfd68beded660a890.lib.util.source-code-util.js,"globUtil = require(""./glob-utils""),",return newGlobal()
hexo.acb16e6b6aa216141a911eda31315b74b7398057.test.scripts.extend.processor.js,const should = require('chai').should();,const hook = sinon.spy();
express.8beae065cf90ba83756514700d52a174b84ccd80.test.view.test.js,"app.get('/error', function(req, res){","app.get('/error', function(req, res){"
bower.f494ae7dddcbc01c7279e44545e59413044cb325.lib.commands.search.js,var createError = require('../util/createError');,var cli = require('../util/cli');
express.27dba655fc8901523641c7390b95fa36910a7ef9.test.response.test.js,"assert.length(res.headers['set-cookie'], 1);",assert.assert.deepEqual(Lone();
karma.c311ac00cef4a957f889ed613238793c0ffa95a2.lib.init.js,"log.debug(`Missing plugin ""${pkgName}"". Installing...`)",log.debug(`${options.exitCode} ${2}`)
bower.3a93600195c31e7717f0248ea92dcff74da0c9bc.lib.resolve.resolvers.FsResolver.js,"return Q.reject(createError('File system sources can\'t resolve targets', 'ENORESTARGET'));","return Q.readFile = function ( filename, fn) {"
hexo.f2c11995e7fbd192a11f3299d008bf608f9e76eb.lib.plugins.tag.code.js,"var rCaptionUrlTitle = /(\S[\S\s]*)\s+(https?:\/\/)(\S+)\s+(.+)/i,",rLangCaption = /([^\\s]+)\\s*(.+)?/i;
karma.086a5427142f161c288f3b7daccc0e43cd223ddd.test.unit.reporter.spec.js,MockSourceMapConsumer.GREATEST_LOWER_BOUND = 1,return this.formatTime () => {
express.f59ffbeb63aa9e9c525fa77d894b8ce136d84633.examples.mvc.app.js,var app = express.createServer(,var app = express.createServer()
express.ee91e3a139263af52237985a3f19de47e2ab83ce.spec.spec.utils.js,"utils.mergeParam('user[names][firstName]', 'tj', params)","""end""end""end""end""end""end"""
karma.14bf369b9147ccccd5af6d96a27a41dd5eaa7570.test.client.angular-scenario.spec.js,failingSpec.error = new Error('Boooooo!!!');,NULL
hexo.ace6cbf692b62f39779d4bb181a09f410b678647.lib.processor.load.js,".replace(':category', category.length ? category.join('/') : catDir)",});
express.228a78136df2975f8a0795b12d38b8edbbf313d6.test.express.test.js,"app.error(function(err, req, res){","""remaining);"""
express.b0473250336e675d3ba19346e96fc1c2725db0d5.lib.express.core.js,utils.mixin(require('express/event')),global.merge(require(\'express/event\'))
express.b97faff6e2aa4d34d79485fe4331cb0eec13ad57.lib.request.js,var header = this.get('X-Forwarded-Proto') || proto,NULL
express.8db1138081a5b777bc219f2c0c91d5a3ff04ef9a.test.view.test.js,"app.get('/movie', function(req, res){",NULL
hexo.226d8b40a44abe14f2f050ffcd0993fc0d58c1a6.test.scripts.hexo.update_package.js,"it('package.json does not exist', async () => {","it(""package.json does not exist"""
bower.005b3356f2a84745a71ec0614f329cc3089e722d.lib.core.PackageRepository.js,function PackageRepository(config) {,var PackageRepository = function (options) {
hexo.ca0f8bc7960cbf24222cfeefef5f9d094aef1e96.lib.model.schema.js,"more: {type: String, default: ''},","link: {type: String, default: ''},"
bower.d53878c130155992737e37aa4974f77601674088.lib.util.prune.js,"dependencyMap[name] = sort(matches, function (a, b) {","dependencyMap[name] = sort(matches, function (a, b) {"
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.test.scripts.helpers.partial.js,"describe('partial', function() {","it(\'custom\', function() {"
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.test.scripts.helpers.markdown.js,"describe('markdown', function() {","it(\'default\', function() {"
hexo.0db194052ec704ea41db2ab74f234362f370d0ca.lib.cli.server.js,if (args.p){,if (args.p){
hexo.32de5a8aa95ecd5da5512ba34e5db30d1449aa8a.lib.plugins.console.render.js,function renderConsole(args){,function renderConsole(args){
hexo.f3517907e7e86bf8d636ebc624beaf56524e86d3.test.scripts.helpers.list_posts.js,require('chai').should();,const result = install();
hexo.ff38e12bd547a351a1a284b8d4545b70abaecb04.lib.plugins.tag.post_path.js,module.exports = ctx => {,module.exports = ctx => {
express.0f5560eebda3111d25e80e0b84c1943c6146de05.test.app.response.js,".expect('HEY', done);",.get('/')
express.5d6ce251ca5093db0878f472bdae20a357a65ffe.test.view.test.js,"app.get('/root/underscore', function(req, res){","return true, called : function(){"
bower.7e64e6062513b6251930899f4f39bbd298f4724e.test.core.resolveCache.js,it('should update the in-memory cache');,it('should use the old-layout);
express.da8c0cd2db93c93bcaf01dcc1405aba63e04913f.lib.express.view.js,function cacheViewSync(path) {,NULL
express.d4d76cda58cdb0613f0f52329c352f586ac1c003.spec.spec.plugins.cache.js,it 'should return data',it'should return an array'
bower.17bd60e3e9d78638a3fdfc03cfb090b1e269f6e7.lib.core.resolvers.Resolver.js,Resolver.prototype.isNotCacheable = function () {,NULL
bower.ddbfc5c57a26396fce71a510aef2870c01d3a9c1.lib.resolve.Resolver.js,var pathspec = require('pathspec');,var pathspec = require('pathspec');
bower.c029e1005f5cdcf6ac0f2c87901e0f1f6c28d3eb.test.helpers.js,var proxyquire = require('proxyquire').noCallThru();,var proxyquire = require('proxyquire').noCallThru().noPreserveCache();
bower.5a5a24348696e102b1399f4baaccaf197fcd632c.lib.core.source.js,if (err || (response.statusCode !== 200 && response.statusCode !== 404)) {,return mode === mode === mode;
karma.1ab90e9b804b6fddc256771fb5951b37ac510896.lib.cli.js,".describe('port', '<integer> Port where the server is running.')",return window.write(optimist);
hexo.feaa7341924da65d99e452202c51c7aa2813b207.lib.post.create.js,"hexo.emit('new', target, content);","return callback, callback)"
express.9605cbda452ad5dcfb4bbb9e105af5965fddb185.lib.express.js,exports = module.exports = connect.middleware;,""""
express.46fdf10c97210f30fc2f4df1b4b55095772f23eb.lib.express.core.js,use(require('express/plugins/cache').Cache),return Express.listen()
express.12e087820c60a3b69ab28c47e3686fbb4740cca7.test.res.format.js,"it('should Vary: Accept', function(done){","it('should allow naming', function(done){"
express.bdfd288eec38464bf08e7f13ebec9652f4dfe582.lib.application.js,var router = this._router;,var router = this._router;
karma.e8e22aba22835c3b5a9116551c67a141e1ffe055.lib.preprocessors.Coverage.js,"log.error('%s\n  at %s', err.message, file.originalPath);","log.debug('Processing ""%s"".', file.originalPath);"
hexo.9ee0ee00c6b59d25bc64cd823a3f20993abe6476.test.scripts.helpers.tagcloud.js,config: hexo.config,config: hexo.config};
bower.6bc778df32c0276300f0ca782a92b576b8ca6a06.lib.util.fs.js,"module.exports.readdir = function(dir, callback) {",'
bower.de0eca7890b48af0a63da6d417c40b58dbda4add.test.resolve.worker.js,var worker = new Worker();,var worker = new Worker();
hexo.5196aec68201d1d9a9de7bf83b233e0b9c490074.lib.deployer.heroku.js,return console.log([,return completion();
express.694572bd8a76ed41de5df8006796acf42ad9a2f8.spec.lib.jspec.shell.js,"exit: ['Terminate the shell', function(){ _quit() }],",this.onComplete = function(result){
karma.aa336587475bdf3645e9a786ed21445c85ca7045.adapter.jasmine.js,"var SimpleReporter = function(sj, failedIds) {","var createStartFn = function(tc, jasmineEnv) {"
express.6fbb1f7510a323c0ac2ba3a501fe1756c7af3119.lib.express.core.js,this.request.uri.params[route.keys[i]] = Express.captures[i+1] || null,Express.response.response = Express.response.response =
karma.975b521886f8a78c00af86307ff7c52bd777ce37.tasks.lib.validate-commit-msg.js,var IGNORED = /^(WIP\:|Merge pull request)/;,var date = new Date(Date.now());
express.b2382a73365ecf1d411b7bf57e589bc6ccc073c7.test.res.jsonp.js,"it('should not escape utf whitespace for json fallback', function(done){","it('should support('should support jsonp callback', function(){"
express.1d97599f8b2f4ea6be0b7082ac1d9d93c8d00665.test.app.options.js,"it('should not respond if the path is not defined', function(done){","it('should not respond if the path is not defined', function(done){"
express.906ef02c5ec27686737e488bf84bc33499900ee8.examples.chat.app.js,use(Logger),use(Logger)
express.65c0d14a4eb8a3724d7b781d790d315c5ac1fd7d.lib.express.js,for (var key in connect.middleware) {,NULL
express.be52f38d8f13ee2b6363b32841b153d957d475fa.lib.response.js,if ('number' == typeof err) err = utils.error(err);,NULL
bower.d237522e8cfaf925f7886d1d25a42e12be670abc.test.core.resolvers.fsResolver.js,"it('should not rename to index if source is a folder with just bower.json/component.json file in it', function (next) {","it('should copy the source = createSource = sourceus's', function (next) {"
hexo.2416b38d320ff61c93d6d72786f293c3318c9365.test.scripts.box.file.js,"describe('File', () => {","describe('File', () => {"
hexo.df96cba394275f139c18bd8f939d1e743d81609e.lib.plugins.helper.date.js,"return result(date || new Date(), format || this.config.date_format);","return result(date || new Date(), format || config.date_format);"
hexo.aa94c7318a5b1bc01dd8e7644b44338e91219ee6.lib.console.js,result += '\nMore info: http://zespia.tw/hexo/docs/cli.html\n';,result += '<notextile>' + highlight(item[0]) + '</notextile>';
express.b9e32ec2c4d68d857ec494cbbfc9ecee3b97a010.test.Router.js,var method = 'GET';,var method = 'GET';
express.3827f5ef8b551f9525ddc951614ddc1c18a9a415.lib.utils.js,+ (star ? '(/*)?' : '');,return arguments });
hexo.20d4a8ca9be8b932c14678141f72407ffc788eab.lib.cli.deploy.js,"command('cp', ['-r', publicDir, deployDir], {}, next);","command('git', ['add', '.'], {cwd: deployDir}, next());"
express.40e04ec7a6d365a7e083b0fdf7f9d2c7afc036a0.test.res.json.js,return key[0] === '_',return done) {
bower.ddbfc5c57a26396fce71a510aef2870c01d3a9c1.lib.util.cmd.js,"process.on('close', function (code) {",if (!config.remote) {
express.d5b7a40b39ddf9cf61a84b3e3106d138e7c5e5ed.examples.partials.app.js,"res.render('ninja', { ninja: ninja });","res.render('invalid.jade', { layout: 'invalid-' });"
hexo.092cda6a2ef55fcec281efa664afe8b037741755.lib.generate.js,"var path = source.substring(sourceDir.length).replace(pathFn.sep || (process.platform === ""win32"" ? '\\' : '/'), '/');","next();""reset();"""
hexo.d99b225e5244d4a634a5a16c01986c72169902b5.lib.loaders.database.js,"model.register('Asset', schema.Asset);","model.register('Post', model);"
hexo.f01a9aa3db9dc5b52d056c7467186fa5f33c5857.lib.plugins.console.clean.js,function cleanConsole(args) {,function cleanConsole(args) {
bower.2a0831ab5a9a210a9ba50d14e305f8870b523293.lib.core.Manager.js,json._target = decEndpoint.originalTarget || decEndpoint.target;,.return decEndpoint.trace(not.trace(promise);
bower.e84f71cd378767b7731a3cbaf03a6d46c497ffd6.lib.commands.install.js,var Tracker = require('../util/analytics').Tracker;,var Tracker = require('../util/analytics').Tracker;
express.6d83bb0026621f1e0d6954bb3ce943e4492e47b4.lib.express.plugins.body-decoder.js,request.header('content-type').includes('application/x-www-form-urlencoded')),'
karma.356ef841021a99e469a590d3ae99e812f293f1b5.lib.reporter.js,var builder = require('xmlbuilder');,var msg = browser +'DUMP: ';
